Observation_ID,Update_Datetime,Site_ID,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,hex_ids
20943431,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,11/6/2019,310,0,50,-9999,-9999,7955
20977398,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,11/7/2019,311,0,50,-9999,-9999,7955
16488126,4/16/2019 9:04,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/13/2019,44,0,50,-9999,-9999,7955
20848151,11/10/2019 10:31,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/5/2019,278,0,50,-9999,-9999,7955
16148033,3/19/2019 7:41,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/28/2019,59,0,50,-9999,-9999,7955
16533878,4/18/2019 10:48,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,3/20/2019,79,1,50,25-49%,-9999,7955
20795424,10/29/2019 5:46,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/22/2019,295,0,50,-9999,-9999,7955
16488198,4/16/2019 9:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/20/2019,79,1,50,75-94%,-9999,7955
20940463,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/8/2019,312,0,50,-9999,-9999,7955
16446233,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,4/12/2019,102,1,50,-9999,-9999,7955
20934870,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/30/2019,303,0,50,-9999,-9999,7955
18165464,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/10/2019,283,0,50,-9999,-9999,7955
15944112,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,2/21/2019,52,0,-9999,-9999,-9999,7955
16050342,3/8/2019 8:54,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/8/2019,67,0,-9999,-9999,-9999,7955
16521531,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,2/28/2019,59,0,-9999,-9999,-9999,7955
17992620,9/23/2019 14:01,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,9/23/2019,266,0,50,-9999,-9999,7955
20973742,11/13/2019 6:11,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,9/24/2019,267,0,50,-9999,-9999,7955
18128627,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/7/2019,280,0,50,-9999,-9999,7955
20973762,11/13/2019 6:11,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/8/2019,281,0,50,-9999,-9999,7955
20844161,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/21/2019,294,0,50,-9999,-9999,7955
20927184,11/6/2019 19:16,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/21/2019,294,0,50,-9999,-9999,7955
20943958,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,11/5/2019,309,0,50,-9999,-9999,7955
20973844,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,11/5/2019,309,0,50,-9999,-9999,7955
20830029,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/4/2019,277,0,50,-9999,-9999,7955
16488146,4/16/2019 9:04,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/27/2019,58,0,50,-9999,-9999,7955
16492660,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,3/7/2019,66,1,50,5-24%,-9999,7955
20848161,11/10/2019 10:31,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/19/2019,292,0,50,-9999,-9999,7955
16163187,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/19/2019,78,0,-9999,-9999,-9999,7955
20966494,11/12/2019 8:55,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/7/2019,311,1,50,5-24%,-9999,7955
16486748,4/15/2019 14:55,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,4/5/2019,95,0,50,-9999,-9999,7955
20925535,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/29/2019,302,0,50,-9999,-9999,7955
18195633,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/9/2019,282,0,50,-9999,-9999,7955
15927240,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,2/18/2019,49,0,-9999,-9999,-9999,7955
16133660,3/17/2019 15:39,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/7/2019,66,0,50,-9999,-9999,7955
16507709,4/16/2019 13:02,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,2/26/2019,57,0,50,-9999,-9999,7955
16479347,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/1/2019,91,0,-9999,-9999,-9999,7955
16508021,4/17/2019 17:56,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,3/26/2019,85,1,50,95% or more,-9999,7955
16482292,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/11/2019,101,0,-9999,-9999,-9999,7955
16527136,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,4/17/2019,107,0,50,-9999,-9999,7955
20907604,11/4/2019 14:00,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/3/2019,276,0,50,-9999,-9999,7955
20927164,11/6/2019 19:15,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/7/2019,280,0,50,-9999,-9999,7955
20907638,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/17/2019,290,0,50,-9999,-9999,7955
20980921,11/13/2019 13:42,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/18/2019,291,0,50,-9999,-9999,7955
20907648,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,11/4/2019,308,0,50,-9999,-9999,7955
20927204,11/12/2019 21:38,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,11/4/2019,308,0,50,-9999,-9999,7955
20966211,11/12/2019 8:42,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/3/2019,276,1,50,25-49%,-9999,7955
15973730,3/20/2019 12:40,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/26/2019,57,0,-9999,-9999,-9999,7955
16248530,4/18/2019 10:45,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,3/6/2019,65,1,50,5-24%,-9999,7955
20830166,11/1/2019 22:24,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/18/2019,291,0,50,-9999,-9999,7955
16148055,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/19/2019,78,1,50,50-74%,-9999,7955
16492640,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,4/16/2019,106,1,-9999,-9999,-9999,7955
20910842,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/5/2019,309,0,50,-9999,-9999,7955
16346270,4/12/2019 8:47,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,4/2/2019,92,1,50,-9999,-9999,7955
20858829,11/6/2019 14:06,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/29/2019,302,0,50,-9999,-9999,7955
18184563,11/6/2019 14:10,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/8/2019,281,0,50,-9999,-9999,7955
20979530,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,11/12/2019,316,0,50,-9999,-9999,7955
15913073,2/15/2019 9:47,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,2/15/2019,46,0,-9999,-9999,-9999,7955
16029497,3/17/2019 15:38,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/6/2019,65,0,50,-9999,-9999,7955
16507699,4/16/2019 13:02,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,2/19/2019,50,0,50,-9999,-9999,7955
16397618,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/29/2019,88,1,-9999,-9999,-9999,7955
16509101,4/16/2019 14:31,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,3/23/2019,82,1,50,75-94%,-9999,7955
16404682,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/9/2019,99,0,-9999,-9999,-9999,7955
16511299,4/17/2019 17:51,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,4/16/2019,106,0,50,-9999,-9999,7955
18085484,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/2/2019,275,0,50,-9999,-9999,7955
20980931,11/13/2019 13:42,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/4/2019,277,0,50,-9999,-9999,7955
20815356,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/16/2019,289,0,50,-9999,-9999,7955
20973297,11/13/2019 10:53,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/17/2019,290,0,50,-9999,-9999,7955
20907658,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/31/2019,304,0,50,-9999,-9999,7955
20977388,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/31/2019,304,0,50,-9999,-9999,7955
18070378,10/8/2019 5:54,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/1/2019,274,0,50,-9999,-9999,7955
16485042,4/15/2019 14:22,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/22/2019,53,0,50,-9999,-9999,7955
16248768,3/27/2019 11:44,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,2/27/2019,58,0,50,-9999,-9999,7955
18178880,10/22/2019 6:01,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/15/2019,288,0,50,-9999,-9999,7955
16485654,4/15/2019 14:53,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/8/2019,67,0,50,-9999,-9999,7955
16492699,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,4/4/2019,94,1,-9999,-9999,-9999,7955
20953883,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/2/2019,306,0,50,-9999,-9999,7955
16486738,4/15/2019 14:55,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/29/2019,88,0,50,-9999,-9999,7955
20866589,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/23/2019,296,0,50,-9999,-9999,7955
18097465,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/3/2019,276,0,50,-9999,-9999,7955
20974678,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,11/11/2019,315,0,50,-9999,-9999,7955
16405109,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,2/5/2019,36,0,-9999,-9999,-9999,7955
16017222,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/4/2019,63,0,-9999,-9999,-9999,7955
16508637,4/16/2019 14:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,2/14/2019,45,0,50,-9999,-9999,7955
16216141,4/8/2019 14:24,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/25/2019,84,1,50,50-74%,-9999,7955
16508011,4/17/2019 17:56,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,3/19/2019,78,1,50,25-49%,-9999,7955
16397401,4/8/2019 12:27,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/8/2019,98,0,-9999,-9999,-9999,7955
16509163,4/17/2019 19:37,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,4/12/2019,102,0,50,-9999,-9999,7955
18081508,10/9/2019 21:03,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/1/2019,274,0,50,-9999,-9999,7955
20980941,11/13/2019 13:42,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/4/2019,277,0,50,-9999,-9999,7955
18200279,10/23/2019 15:13,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/15/2019,288,0,50,-9999,-9999,7955
20973285,11/12/2019 23:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/17/2019,290,0,50,-9999,-9999,7955
20864599,11/9/2019 14:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/30/2019,303,0,50,-9999,-9999,7955
20973834,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/29/2019,302,0,50,-9999,-9999,7955
20848141,11/10/2019 10:31,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,9/28/2019,271,0,50,-9999,-9999,7955
15943704,3/19/2019 7:38,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/21/2019,52,0,50,-9999,-9999,7955
15980577,4/16/2019 9:22,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,2/26/2019,57,1,50,Less than 5%,-9999,7955
20830156,11/1/2019 22:24,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/11/2019,284,0,50,-9999,-9999,7955
16148043,3/19/2019 7:41,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/7/2019,66,0,50,-9999,-9999,7955
16534248,4/18/2019 10:48,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,4/3/2019,93,0,50,-9999,-9999,7955
20953783,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/1/2019,305,0,50,-9999,-9999,7955
16209916,4/4/2019 10:23,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/25/2019,84,1,50,-9999,-9999,7955
20852794,11/6/2019 14:07,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/22/2019,295,0,50,-9999,-9999,7955
18087986,10/9/2019 14:29,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/2/2019,275,0,50,-9999,-9999,7955
20935765,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,11/7/2019,311,0,50,-9999,-9999,7955
16405088,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/4/2019,63,0,-9999,-9999,-9999,7955
16237739,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/21/2019,80,1,50,95% or more,-9999,7955
16508956,4/16/2019 14:27,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,3/8/2019,67,0,50,-9999,-9999,7955
16397382,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/8/2019,98,0,-9999,-9999,-9999,7955
16508168,4/17/2019 17:56,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,4/9/2019,99,0,50,-9999,-9999,7955
18066825,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,9/30/2019,273,0,50,-9999,-9999,7955
20973263,11/12/2019 23:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/3/2019,276,0,50,-9999,-9999,7955
20791253,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/14/2019,287,0,50,-9999,-9999,7955
20973772,11/13/2019 6:14,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/15/2019,288,0,50,-9999,-9999,7955
20896977,11/9/2019 15:30,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/29/2019,302,0,50,-9999,-9999,7955
20927194,11/6/2019 19:16,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/28/2019,301,0,50,-9999,-9999,7955
18024029,11/12/2019 8:32,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,9/26/2019,269,1,50,25-49%,-9999,7955
16488136,4/16/2019 9:04,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/20/2019,51,0,50,-9999,-9999,7955
15997236,2/28/2019 15:34,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,2/22/2019,53,1,50,-9999,-9999,7955
20830039,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,10/11/2019,284,0,50,-9999,-9999,7955
16050303,3/21/2019 17:20,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/7/2019,66,0,50,-9999,-9999,7955
16492688,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,3/28/2019,87,1,50,25-49%,-9999,7955
20889333,11/8/2019 19:08,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,210252,501,Open flowers,11/1/2019,305,0,50,-9999,-9999,7955
16205735,4/15/2019 9:17,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,3/24/2019,83,0,50,-9999,-9999,7955
18088946,11/6/2019 14:10,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/1/2019,274,0,50,-9999,-9999,7955
20974790,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,11/6/2019,310,0,50,-9999,-9999,7955
20812731,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,10/16/2019,289,0,50,-9999,-9999,7955
16002061,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/1/2019,60,0,-9999,-9999,-9999,7955
16405078,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,3/18/2019,77,0,-9999,-9999,-9999,7955
16521541,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,3/7/2019,66,0,-9999,-9999,-9999,7955
16397583,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,4/8/2019,98,0,-9999,-9999,-9999,7955
16509135,4/16/2019 14:40,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,4/5/2019,95,1,50,5-24%,-9999,7955
18021115,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,9/25/2019,268,0,50,-9999,-9999,7955
20973752,11/13/2019 6:11,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/1/2019,274,0,50,-9999,-9999,7955
20907614,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/10/2019,283,0,50,-9999,-9999,7955
20927174,11/6/2019 19:15,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/14/2019,287,0,50,-9999,-9999,7955
20907425,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177015,501,Open flowers,10/27/2019,300,0,50,-9999,-9999,7955
20981056,11/13/2019 13:42,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,10/25/2019,298,0,50,-9999,-9999,7955
20973240,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177011,501,Open flowers,11/11/2019,315,0,50,-9999,-9999,7955
15926513,11/4/2019 14:57,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177010,501,Open flowers,2/15/2019,46,0,50,-9999,-9999,7955
15943949,-9999,25330,187,TX,7,Cercis,canadensis,eastern redbud,Plantae,177014,501,Open flowers,2/21/2019,52,0,-9999,-9999,-9999,7955
